season,game_date,player,team,position,minutes,points,rebounds,assists
2023,2023-08-23,Moriah Jefferson,Mercury,G,25,5,0,1
2023,2023-08-23,Sophie Cunningham,Mercury,G,32,16,5,6
2023,2023-08-23,Liz Dixon,Mercury,F,14,12,1,0
2023,2023-08-23,Kadi Sissoko,Mercury,F,12,3,4,0
2023,2023-08-23,Madi Williams,Mercury,F,10,2,2,0
2023,2023-08-23,Sug Sutton,Mercury,G,30,5,1,5
2023,2023-08-23,Ashley Joens,Mercury,G,4,0,0,0
2023,2023-08-23,Nneka Ogwumike,Sparks,F,23,7,3,5
2023,2023-08-23,Karlie Samuelson,Sparks,F,21,15,2,0
2023,2023-08-23,Azura Stevens,Sparks,F,32,20,9,3
2023,2023-08-23,Layshia Clarendon,Sparks,G,23,6,4,3
2023,2023-08-23,Jordin Canada,Sparks,G,26,11,0,7
2023,2023-08-23,Dearica Hamby,Sparks,F,22,9,6,1
2023,2023-08-23,Jasmine Thomas,Sparks,G,14,9,2,1
2023,2023-08-23,Evina Westbrook,Sparks,G,8,0,2,2
2023,2023-08-23,Rae Burrell,Sparks,G,13,3,1,1
2023,2023-08-23,Zia Cooke,Sparks,G,17,11,1,1
2023,2023-08-22,A'ja Wilson,Aces,F,33,53,7,0
2023,2023-08-22,Kiah Stokes,Aces,C,22,3,7,1
2023,2023-08-22,Chelsea Gray,Aces,G,32,16,9,12
2023,2023-08-22,Kelsey Plum,Aces,G,30,20,2,7
2023,2023-08-22,Jackie Young,Aces,G,33,12,3,4
2023,2023-08-22,Alysha Clark,Aces,F,20,3,4,0
2023,2023-08-22,Cayla George,Aces,F,9,0,0,0
2023,2023-08-22,Alaina Coates,Aces,C,2,2,0,0
2023,2023-08-22,Sydney Colson,Aces,G,3,0,0,0
2023,2023-08-22,Kierstan Bell,Aces,G,16,3,2,1
2023,2023-08-22,Cheyenne Parker,Dream,F,22,6,1,0
2023,2023-08-22,Naz Hillmon,Dream,F,19,6,2,1
2023,2023-08-22,Danielle Robinson,Dream,G,29,17,2,5
2023,2023-08-22,Aari McDonald,Dream,G,25,11,3,1
2023,2023-08-22,Rhyne Howard,Dream,G,35,27,6,5
2023,2023-08-22,Monique Billings,Dream,F,11,2,5,0
2023,2023-08-22,Laeticia Amihere,Dream,F,11,6,2,0
2023,2023-08-22,Iliana Rupert,Dream,C,17,2,3,0
2023,2023-08-22,AD Durr,Dream,G,1,0,0,0
2023,2023-08-22,Haley Jones,Dream,G,30,23,6,5
2023,2023-08-22,DeWanna Bonner,Sun,F,36,17,5,5
2023,2023-08-22,Alyssa Thomas,Sun,F,40,22,10,4
2023,2023-08-22,Tiffany Hayes,Sun,G,38,12,5,1
2023,2023-08-22,Rebecca Allen,Sun,G,20,3,3,3
2023,2023-08-22,Natisha Hiedeman,Sun,G,25,6,2,1
2023,2023-08-22,Olivia Nelson-Ododa,Sun,F,5,0,0,0
2023,2023-08-22,Tyasha Harris,Sun,G,15,6,1,1
2023,2023-08-22,DiJonai Carrington,Sun,G,21,2,2,2
2023,2023-08-22,Tianna Hawkins,Mystics,F,26,5,1,0
2023,2023-08-22,Shakira Austin,Mystics,C,19,13,7,0
2023,2023-08-22,Natasha Cloud,Mystics,G,34,19,4,5
2023,2023-08-22,Brittney Sykes,Mystics,G,34,6,5,3
2023,2023-08-22,Ariel Atkins,Mystics,G,20,7,3,3
2023,2023-08-22,Myisha Hines-Allen,Mystics,F,15,2,5,0
2023,2023-08-22,Queen Egbo,Mystics,C,19,6,8,0
2023,2023-08-22,Shatori Walker-Kimbrough,Mystics,G,20,2,4,2
2023,2023-08-22,Li Meng,Mystics,G,12,4,1,3
2023,2023-08-22,Dulcy Fankam Mendjiadeu,Storm,F,30,6,9,0
2023,2023-08-22,Ezi Magbegor,Storm,C,28,13,4,5
2023,2023-08-22,Sami Whitcomb,Storm,G,21,10,3,4
2023,2023-08-22,Jewell Loyd,Storm,G,31,26,3,5
2023,2023-08-22,Jordan Horston,Storm,G,30,3,11,4
2023,2023-08-22,Joyner Holmes,Storm,F,11,3,3,2
2023,2023-08-22,Mercedes Russell,Storm,C,11,6,4,1
2023,2023-08-22,Yvonne Turner,Storm,G,6,4,1,0
2023,2023-08-22,Kia Nurse,Storm,G,23,6,1,0
2023,2023-08-22,Jade Melbourne,Storm,G,9,2,1,1
2023,2023-08-22,Alanna Smith,Sky,F,29,14,7,2
2023,2023-08-22,Elizabeth Williams,Sky,C,23,8,5,0
2023,2023-08-22,Courtney Williams,Sky,G,21,10,5,3
2023,2023-08-22,Kahleah Copper,Sky,G,27,12,5,3
2023,2023-08-22,Marina Mabrey,Sky,G,26,19,5,2
2023,2023-08-22,Robyn Parks,Sky,F,20,5,4,1
2023,2023-08-22,Morgan Bertsch,Sky,F,5,2,0,0
2023,2023-08-22,Ruthy Hebard,Sky,F,12,7,1,0
2023,2023-08-22,Taylor Soule,Sky,F,5,0,0,0
2023,2023-08-22,Sika Kone,Sky,F,11,2,2,1
2023,2023-08-22,Dana Evans,Sky,G,21,23,2,8
2023,2023-08-22,Natasha Howard,Wings,F,35,16,7,0
2023,2023-08-22,Satou Sabally,Wings,F,35,22,7,7
2023,2023-08-22,Teaira McCowan,Wings,C,33,10,16,0
2023,2023-08-22,Arike Ogunbowale,Wings,G,39,20,4,7
2023,2023-08-22,Crystal Dangerfield,Wings,G,31,12,1,3
2023,2023-08-22,Maddy Siegrist,Wings,F,5,2,2,0
2023,2023-08-22,Awak Kuier,Wings,F,5,0,3,0
2023,2023-08-22,Kalani Brown,Wings,C,7,0,1,0
2023,2023-08-22,Odyssey Sims,Wings,G,0,0,0,0
2023,2023-08-22,Veronica Burton,Wings,G,11,4,0,1
2023,2023-08-22,Jessica Shepard,Lynx,F,27,7,1,3
2023,2023-08-22,Napheesa Collier,Lynx,F,37,29,7,3
2023,2023-08-22,Diamond Miller,Lynx,F,11,2,2,2
2023,2023-08-22,Kayla McBride,Lynx,G,35,21,6,5
2023,2023-08-22,Tiffany Mitchell,Lynx,G,31,7,2,0
2023,2023-08-22,Bridget Carleton,Lynx,F,27,14,5,2
2023,2023-08-22,Dorka Juhasz,Lynx,F,14,2,5,7
2023,2023-08-22,Nikolina Milic,Lynx,F,3,4,0,1
2023,2023-08-22,Rachel Banham,Lynx,G,16,5,0,3
2023,2023-08-20,Natasha Howard,Wings,F,28,15,5,2
2023,2023-08-20,Satou Sabally,Wings,F,33,9,6,10
2023,2023-08-20,Teaira McCowan,Wings,C,25,15,13,0
2023,2023-08-20,Arike Ogunbowale,Wings,G,36,17,4,8
2023,2023-08-20,Crystal Dangerfield,Wings,G,30,14,3,0
2023,2023-08-20,Maddy Siegrist,Wings,F,11,11,2,0
2023,2023-08-20,Awak Kuier,Wings,F,7,0,0,0
2023,2023-08-20,Kalani Brown,Wings,C,16,10,5,3
2023,2023-08-20,Veronica Burton,Wings,G,14,6,2,0
2023,2023-08-20,Tianna Hawkins,Mystics,F,31,8,4,3
2023,2023-08-20,Myisha Hines-Allen,Mystics,F,26,6,8,6
2023,2023-08-20,Natasha Cloud,Mystics,G,29,22,1,3
2023,2023-08-20,Brittney Sykes,Mystics,G,34,16,4,4
2023,2023-08-20,Ariel Atkins,Mystics,G,16,13,5,0
2023,2023-08-20,Queen Egbo,Mystics,C,21,7,7,0
2023,2023-08-20,Shatori Walker-Kimbrough,Mystics,G,28,7,2,5
2023,2023-08-20,Li Meng,Mystics,G,14,5,0,0
2023,2023-08-20,DeWanna Bonner,Sun,F,32,13,8,2
2023,2023-08-20,Alyssa Thomas,Sun,F,38,22,5,8
2023,2023-08-20,Tiffany Hayes,Sun,G,27,12,1,3
2023,2023-08-20,Rebecca Allen,Sun,G,36,7,9,4
2023,2023-08-20,Natisha Hiedeman,Sun,G,33,13,3,3
2023,2023-08-20,Olivia Nelson-Ododa,Sun,F,5,2,3,0
2023,2023-08-20,Tyasha Harris,Sun,G,11,3,0,0
2023,2023-08-20,DiJonai Carrington,Sun,G,17,7,3,1
2023,2023-08-20,Leigha Brown,Sun,G,1,0,1,0
2023,2023-08-20,Alanna Smith,Sky,F,29,9,8,4
2023,2023-08-20,Elizabeth Williams,Sky,C,37,14,3,6
2023,2023-08-20,Courtney Williams,Sky,G,29,11,5,6
2023,2023-08-20,Kahleah Copper,Sky,G,32,15,3,0
2023,2023-08-20,Marina Mabrey,Sky,G,30,11,3,2
2023,2023-08-20,Robyn Parks,Sky,F,21,4,3,0
2023,2023-08-20,Ruthy Hebard,Sky,F,3,0,0,0
2023,2023-08-20,Dana Evans,Sky,G,19,9,0,3
2023,2023-08-20,NaLyssa Smith,Fever,F,33,25,11,0
2023,2023-08-20,Aliyah Boston,Fever,F,33,9,5,0
2023,2023-08-20,Erica Wheeler,Fever,G,29,7,5,4
2023,2023-08-20,Kelsey Mitchell,Fever,G,32,28,2,4
2023,2023-08-20,Kristy Wallace,Fever,G,23,3,0,3
2023,2023-08-20,Emma Cannon,Fever,F,7,6,3,0
2023,2023-08-20,Victaria Saxton,Fever,F,3,2,0,0
2023,2023-08-20,Amanda Zahui B.,Fever,C,4,0,1,0
2023,2023-08-20,Victoria Vivians,Fever,G,6,0,0,0
2023,2023-08-20,Grace Berger,Fever,G,30,3,2,5
2023,2023-08-20,Brianna Turner,Mercury,F,31,2,9,0
2023,2023-08-20,Michaela Onyenwere,Mercury,F,33,12,4,0
2023,2023-08-20,Diana Taurasi,Mercury,G,16,6,3,3
2023,2023-08-20,Moriah Jefferson,Mercury,G,26,10,3,3
2023,2023-08-20,Sophie Cunningham,Mercury,G,35,18,3,0
2023,2023-08-20,Liz Dixon,Mercury,F,9,2,2,0
2023,2023-08-20,Kadi Sissoko,Mercury,F,4,0,2,0
2023,2023-08-20,Megan Gustafson,Mercury,C,28,15,8,1
2023,2023-08-20,Sug Sutton,Mercury,G,17,8,2,2
2023,2023-08-20,Destanni Henderson,Mercury,G,1,0,0,0
2023,2023-08-20,Dulcy Fankam Mendjiadeu,Storm,F,27,8,15,1
2023,2023-08-20,Ezi Magbegor,Storm,C,33,12,5,4
2023,2023-08-20,Sami Whitcomb,Storm,G,28,10,3,0
2023,2023-08-20,Jewell Loyd,Storm,G,32,31,5,4
2023,2023-08-20,Jordan Horston,Storm,G,28,4,4,2
2023,2023-08-20,Joyner Holmes,Storm,F,4,3,3,1
2023,2023-08-20,Mercedes Russell,Storm,C,16,8,3,0
2023,2023-08-20,Yvonne Turner,Storm,G,3,2,0,0
2023,2023-08-20,Kia Nurse,Storm,G,19,8,2,2
2023,2023-08-20,Jade Melbourne,Storm,G,10,2,1,2
2023,2023-08-20,Jessica Shepard,Lynx,F,22,2,4,2
2023,2023-08-20,Napheesa Collier,Lynx,F,32,14,9,0
2023,2023-08-20,Diamond Miller,Lynx,F,29,9,3,6
2023,2023-08-20,Kayla McBride,Lynx,G,29,18,2,0
2023,2023-08-20,Tiffany Mitchell,Lynx,G,26,11,2,3
2023,2023-08-20,Bridget Carleton,Lynx,F,13,2,4,0
2023,2023-08-20,Dorka Juhasz,Lynx,F,15,2,6,3
2023,2023-08-20,Nikolina Milic,Lynx,F,11,4,1,1
2023,2023-08-20,Rachel Banham,Lynx,G,8,0,2,0
2023,2023-08-20,Aerial Powers,Lynx,G,16,12,4,0
2023,2023-08-19,Nneka Ogwumike,Sparks,F,37,19,11,4
2023,2023-08-19,Karlie Samuelson,Sparks,F,33,5,2,1
2023,2023-08-19,Azura Stevens,Sparks,F,28,8,6,1
2023,2023-08-19,Layshia Clarendon,Sparks,G,36,22,5,5
2023,2023-08-19,Jordin Canada,Sparks,G,39,20,3,3
2023,2023-08-19,Dearica Hamby,Sparks,F,15,4,1,1
2023,2023-08-19,Evina Westbrook,Sparks,G,1,0,0,0
2023,2023-08-19,Rae Burrell,Sparks,G,3,0,0,0
2023,2023-08-19,Zia Cooke,Sparks,G,8,0,1,2
2023,2023-08-19,A'ja Wilson,Aces,F,33,25,9,0
2023,2023-08-19,Kiah Stokes,Aces,C,22,0,8,0
2023,2023-08-19,Chelsea Gray,Aces,G,33,10,4,7
2023,2023-08-19,Kelsey Plum,Aces,G,34,12,2,2
2023,2023-08-19,Jackie Young,Aces,G,34,11,1,5
2023,2023-08-19,Alysha Clark,Aces,F,19,6,2,1
2023,2023-08-19,Cayla George,Aces,F,9,6,3,1
2023,2023-08-19,Kierstan Bell,Aces,G,15,2,3,1
2023,2023-08-18,Natasha Howard,Wings,F,26,13,8,4
2023,2023-08-18,Satou Sabally,Wings,F,30,7,2,5
2023,2023-08-18,Teaira McCowan,Wings,C,27,14,11,1
2023,2023-08-18,Arike Ogunbowale,Wings,G,39,30,5,4
2023,2023-08-18,Crystal Dangerfield,Wings,G,32,12,3,2
2023,2023-08-18,Maddy Siegrist,Wings,F,6,5,3,0
2023,2023-08-18,Awak Kuier,Wings,F,19,0,5,1
2023,2023-08-18,Kalani Brown,Wings,C,13,14,2,1
2023,2023-08-18,Odyssey Sims,Wings,G,3,0,0,0
2023,2023-08-18,Veronica Burton,Wings,G,5,0,1,1
2023,2023-08-18,DeWanna Bonner,Sun,F,39,25,12,3
2023,2023-08-18,Alyssa Thomas,Sun,F,39,15,10,7
2023,2023-08-18,Tiffany Hayes,Sun,G,33,13,4,0
2023,2023-08-18,Rebecca Allen,Sun,G,22,2,5,0
2023,2023-08-18,Natisha Hiedeman,Sun,G,24,4,4,0
2023,2023-08-18,Olivia Nelson-Ododa,Sun,F,6,2,1,0
2023,2023-08-18,Tyasha Harris,Sun,G,18,6,1,3
2023,2023-08-18,DiJonai Carrington,Sun,G,19,6,0,1
2023,2023-08-18,Leigha Brown,Sun,G,1,2,0,0
2023,2023-08-18,Elena Delle Donne,Mystics,F,11,6,2,1
2023,2023-08-18,Myisha Hines-Allen,Mystics,F,17,4,6,1
2023,2023-08-18,Natasha Cloud,Mystics,G,33,16,5,3
2023,2023-08-18,Brittney Sykes,Mystics,G,35,30,5,4
2023,2023-08-18,Ariel Atkins,Mystics,G,14,6,1,0
2023,2023-08-18,Tianna Hawkins,Mystics,F,23,5,1,0
2023,2023-08-18,Queen Egbo,Mystics,C,14,2,1,1
2023,2023-08-18,Shakira Austin,Mystics,C,15,6,5,2
2023,2023-08-18,Shatori Walker-Kimbrough,Mystics,G,26,8,1,2
2023,2023-08-18,Li Meng,Mystics,G,12,0,0,2
2023,2023-08-18,NaLyssa Smith,Fever,F,19,4,4,1
2023,2023-08-18,Aliyah Boston,Fever,F,35,16,10,1
2023,2023-08-18,Erica Wheeler,Fever,G,32,12,6,3
2023,2023-08-18,Kelsey Mitchell,Fever,G,35,15,1,7
2023,2023-08-18,Kristy Wallace,Fever,G,25,8,4,1
2023,2023-08-18,Emma Cannon,Fever,F,13,17,6,0
2023,2023-08-18,Amanda Zahui B.,Fever,C,5,0,0,0
2023,2023-08-18,Victoria Vivians,Fever,G,8,0,2,0
2023,2023-08-18,Lexie Hull,Fever,G,14,2,1,1
2023,2023-08-18,Grace Berger,Fever,G,14,5,2,2
2023,2023-08-18,Alanna Smith,Sky,F,29,8,12,1
2023,2023-08-18,Elizabeth Williams,Sky,C,31,10,10,5
2023,2023-08-18,Courtney Williams,Sky,G,31,6,4,2
2023,2023-08-18,Kahleah Copper,Sky,G,31,14,0,0
2023,2023-08-18,Marina Mabrey,Sky,G,25,5,3,3
2023,2023-08-18,Robyn Parks,Sky,F,11,6,1,0
2023,2023-08-18,Morgan Bertsch,Sky,F,8,0,1,0
2023,2023-08-18,Ruthy Hebard,Sky,F,9,0,4,2
2023,2023-08-18,Sika Kone,Sky,F,2,0,2,0
2023,2023-08-18,Dana Evans,Sky,G,23,18,2,1
2023,2023-08-18,Cheyenne Parker,Dream,F,36,29,7,3
2023,2023-08-18,Naz Hillmon,Dream,F,15,8,4,0
2023,2023-08-18,Danielle Robinson,Dream,G,34,10,4,7
2023,2023-08-18,Allisha Gray,Dream,G,38,20,7,0
2023,2023-08-18,Aari McDonald,Dream,G,30,3,1,7
2023,2023-08-18,Monique Billings,Dream,F,17,2,4,0
2023,2023-08-18,Iliana Rupert,Dream,C,12,2,4,2
2023,2023-08-18,AD Durr,Dream,G,4,0,0,0
2023,2023-08-18,Haley Jones,Dream,G,13,4,0,4
2023,2023-08-18,Betnijah Laney,Liberty,F,30,22,4,2
2023,2023-08-18,Breanna Stewart,Liberty,F,30,12,8,0
2023,2023-08-18,Jonquel Jones,Liberty,F,20,6,5,0
2023,2023-08-18,Courtney Vandersloot,Liberty,G,27,2,7,8
2023,2023-08-18,Sabrina Ionescu,Liberty,G,28,18,7,2
2023,2023-08-18,Kayla Thornton,Liberty,F,21,3,5,2
2023,2023-08-18,Nyara Sabally,Liberty,F,3,0,1,0
2023,2023-08-18,Stefanie Dolson,Liberty,C,9,2,2,1
2023,2023-08-18,Marine Johannes,Liberty,G,28,18,1,2
2023,2023-08-18,Jocelyn Willoughby,Liberty,G,3,2,0,0
2023,2023-08-18,Brianna Turner,Mercury,F,30,8,8,1
2023,2023-08-18,Michaela Onyenwere,Mercury,F,26,9,6,1
2023,2023-08-18,Diana Taurasi,Mercury,G,25,14,6,4
2023,2023-08-18,Moriah Jefferson,Mercury,G,29,8,2,7
2023,2023-08-18,Sophie Cunningham,Mercury,G,31,14,7,1
2023,2023-08-18,Liz Dixon,Mercury,F,13,6,3,0
2023,2023-08-18,Kadi Sissoko,Mercury,F,16,0,2,0
2023,2023-08-18,Sug Sutton,Mercury,G,22,2,2,2
2023,2023-08-18,Destanni Henderson,Mercury,G,4,0,0,0
2023,2023-08-18,Ashley Joens,Mercury,G,4,2,0,0
2023,2023-08-18,Jessica Shepard,Lynx,F,11,0,3,0
2023,2023-08-18,Napheesa Collier,Lynx,F,34,24,10,4
2023,2023-08-18,Diamond Miller,Lynx,F,29,7,2,3
2023,2023-08-18,Kayla McBride,Lynx,G,35,21,4,4
2023,2023-08-18,Tiffany Mitchell,Lynx,G,28,14,3,1
2023,2023-08-18,Bridget Carleton,Lynx,F,17,3,1,0
2023,2023-08-18,Dorka Juhasz,Lynx,F,29,7,12,4
2023,2023-08-18,Nikolina Milic,Lynx,F,6,0,1,0
2023,2023-08-18,Rachel Banham,Lynx,G,11,2,0,1
2023,2023-08-18,Dulcy Fankam Mendjiadeu,Storm,F,13,4,4,1
2023,2023-08-18,Ezi Magbegor,Storm,C,26,13,7,2
2023,2023-08-18,Sami Whitcomb,Storm,G,34,23,1,3
2023,2023-08-18,Jewell Loyd,Storm,G,36,15,2,2
2023,2023-08-18,Jordan Horston,Storm,G,24,6,4,2
2023,2023-08-18,Joyner Holmes,Storm,F,14,4,5,2
2023,2023-08-18,Mercedes Russell,Storm,C,27,2,6,2
2023,2023-08-18,Kia Nurse,Storm,G,17,3,4,2
2023,2023-08-18,Jade Melbourne,Storm,G,10,0,0,0
2023,2023-08-17,Betnijah Laney,Liberty,F,32,17,2,4
2023,2023-08-17,Breanna Stewart,Liberty,F,37,13,7,4
2023,2023-08-17,Jonquel Jones,Liberty,F,24,8,8,3
2023,2023-08-17,Courtney Vandersloot,Liberty,G,33,5,4,7
2023,2023-08-17,Sabrina Ionescu,Liberty,G,31,22,4,2
2023,2023-08-17,Kayla Thornton,Liberty,F,14,0,1,0
2023,2023-08-17,Nyara Sabally,Liberty,F,2,1,0,0
2023,2023-08-17,Stefanie Dolson,Liberty,C,10,3,1,2
2023,2023-08-17,Marine Johannes,Liberty,G,14,6,1,1
2023,2023-08-17,Jocelyn Willoughby,Liberty,G,1,0,0,0
2023,2023-08-17,A'ja Wilson,Aces,F,33,21,8,1
2023,2023-08-17,Kiah Stokes,Aces,C,19,0,2,1
2023,2023-08-17,Chelsea Gray,Aces,G,37,22,11,11
2023,2023-08-17,Kelsey Plum,Aces,G,33,18,1,2
2023,2023-08-17,Jackie Young,Aces,G,31,16,3,4
2023,2023-08-17,Alysha Clark,Aces,F,23,5,4,1
2023,2023-08-17,Cayla George,Aces,F,5,2,0,0
2023,2023-08-17,Alaina Coates,Aces,C,1,0,2,0
2023,2023-08-17,Sydney Colson,Aces,G,1,0,0,0
2023,2023-08-17,Kierstan Bell,Aces,G,16,4,4,1
2023,2023-08-15,Betnijah Laney,Liberty,F,23,2,5,2
2023,2023-08-15,Breanna Stewart,Liberty,F,36,13,7,1
2023,2023-08-15,Jonquel Jones,Liberty,F,33,16,15,1
2023,2023-08-15,Courtney Vandersloot,Liberty,G,35,11,6,10
2023,2023-08-15,Sabrina Ionescu,Liberty,G,33,12,8,2
2023,2023-08-15,Kayla Thornton,Liberty,F,16,8,4,2
2023,2023-08-15,Nyara Sabally,Liberty,F,2,0,0,0
2023,2023-08-15,Stefanie Dolson,Liberty,C,3,0,1,0
2023,2023-08-15,Marine Johannes,Liberty,G,14,17,3,2
2023,2023-08-15,Jocelyn Willoughby,Liberty,G,4,3,0,0
2023,2023-08-15,A'ja Wilson,Aces,F,35,9,5,0
2023,2023-08-15,Kiah Stokes,Aces,C,16,0,6,0
2023,2023-08-15,Chelsea Gray,Aces,G,37,15,6,5
2023,2023-08-15,Kelsey Plum,Aces,G,33,15,3,6
2023,2023-08-15,Jackie Young,Aces,G,35,16,4,1
2023,2023-08-15,Alysha Clark,Aces,F,26,4,2,1
2023,2023-08-15,Cayla George,Aces,F,2,2,0,0
2023,2023-08-15,Alaina Coates,Aces,C,2,0,1,0
2023,2023-08-15,Sydney Colson,Aces,G,2,2,0,1
2023,2023-08-15,Kierstan Bell,Aces,G,11,0,1,0
2023,2023-08-13,Alanna Smith,Sky,F,35,10,10,1
2023,2023-08-13,Elizabeth Williams,Sky,C,34,14,12,3
2023,2023-08-13,Courtney Williams,Sky,G,33,13,3,7
2023,2023-08-13,Kahleah Copper,Sky,G,27,17,2,1
2023,2023-08-13,Marina Mabrey,Sky,G,29,15,3,2
2023,2023-08-13,Robyn Parks,Sky,F,15,0,2,0
2023,2023-08-13,Morgan Bertsch,Sky,F,5,2,0,0
2023,2023-08-13,Ruthy Hebard,Sky,F,6,2,1,0
2023,2023-08-13,Dana Evans,Sky,G,16,3,1,3
2023,2023-08-13,Tianna Hawkins,Mystics,F,29,13,6,1
2023,2023-08-13,Myisha Hines-Allen,Mystics,F,20,6,5,4
2023,2023-08-13,Natasha Cloud,Mystics,G,34,4,6,6
2023,2023-08-13,Brittney Sykes,Mystics,G,35,30,4,6
2023,2023-08-13,Shatori Walker-Kimbrough,Mystics,G,33,7,3,0
2023,2023-08-13,Queen Egbo,Mystics,C,17,16,3,1
2023,2023-08-13,Shakira Austin,Mystics,C,14,4,4,2
2023,2023-08-13,Li Meng,Mystics,G,18,3,1,1
2023,2023-08-13,Betnijah Laney,Liberty,F,32,12,4,3
2023,2023-08-13,Breanna Stewart,Liberty,F,36,42,6,6
2023,2023-08-13,Jonquel Jones,Liberty,F,29,15,12,3
2023,2023-08-13,Courtney Vandersloot,Liberty,G,30,4,1,14
2023,2023-08-13,Sabrina Ionescu,Liberty,G,30,10,2,4
2023,2023-08-13,Kayla Thornton,Liberty,F,20,6,7,0
2023,2023-08-13,Nyara Sabally,Liberty,F,0,0,0,0
2023,2023-08-13,Stefanie Dolson,Liberty,C,11,7,2,1
2023,2023-08-13,Marine Johannes,Liberty,G,11,4,1,1
2023,2023-08-13,Jocelyn Willoughby,Liberty,G,0,0,0,0
2023,2023-08-13,Aliyah Boston,Fever,F,37,17,9,5
2023,2023-08-13,Erica Wheeler,Fever,G,32,21,4,4
2023,2023-08-13,Kelsey Mitchell,Fever,G,35,22,0,3
2023,2023-08-13,Victoria Vivians,Fever,G,17,7,2,1
2023,2023-08-13,Kristy Wallace,Fever,G,13,0,3,0
2023,2023-08-13,NaLyssa Smith,Fever,F,27,15,9,2
2023,2023-08-13,Amanda Zahui B.,Fever,C,3,0,0,0
2023,2023-08-13,Lexie Hull,Fever,G,14,2,3,1
2023,2023-08-13,Grace Berger,Fever,G,23,5,2,2
2023,2023-08-13,Brianna Turner,Mercury,F,31,8,5,1
2023,2023-08-13,Brittney Griner,Mercury,C,30,12,10,1
2023,2023-08-13,Diana Taurasi,Mercury,G,27,5,5,7
2023,2023-08-13,Moriah Jefferson,Mercury,G,31,14,1,4
2023,2023-08-13,Sophie Cunningham,Mercury,G,35,25,3,3
2023,2023-08-13,Michaela Onyenwere,Mercury,F,12,2,3,0
2023,2023-08-13,Kadi Sissoko,Mercury,F,2,0,0,0
2023,2023-08-13,Megan Gustafson,Mercury,C,11,2,3,0
2023,2023-08-13,Sug Sutton,Mercury,G,18,3,1,3
2023,2023-08-13,Destanni Henderson,Mercury,G,3,0,0,0
2023,2023-08-13,Dulcy Fankam Mendjiadeu,Storm,F,10,2,5,1
2023,2023-08-13,Ezi Magbegor,Storm,C,37,17,7,0
2023,2023-08-13,Sami Whitcomb,Storm,G,29,6,3,8
2023,2023-08-13,Jewell Loyd,Storm,G,36,24,5,2
2023,2023-08-13,Jordan Horston,Storm,G,16,4,1,0
2023,2023-08-13,Joyner Holmes,Storm,F,6,6,0,0
2023,2023-08-13,Mercedes Russell,Storm,C,28,8,10,1
2023,2023-08-13,Kia Nurse,Storm,G,26,10,5,1
2023,2023-08-13,Jade Melbourne,Storm,G,13,4,2,3
2023,2023-08-13,Cheyenne Parker,Dream,F,31,13,6,4
2023,2023-08-13,Nia Coffey,Dream,F,27,10,10,0
2023,2023-08-13,Danielle Robinson,Dream,G,18,0,3,3
2023,2023-08-13,Allisha Gray,Dream,G,33,19,3,0
2023,2023-08-13,Rhyne Howard,Dream,G,32,12,5,4
2023,2023-08-13,Monique Billings,Dream,F,13,2,4,0
2023,2023-08-13,Naz Hillmon,Dream,F,4,2,1,0
2023,2023-08-13,Iliana Rupert,Dream,C,7,0,4,0
2023,2023-08-13,AD Durr,Dream,G,10,5,2,0
2023,2023-08-13,Aari McDonald,Dream,G,22,2,3,2
2023,2023-08-13,Haley Jones,Dream,G,4,0,2,0
2023,2023-08-13,A'ja Wilson,Aces,F,31,21,9,3
2023,2023-08-13,Kiah Stokes,Aces,C,27,5,12,0
2023,2023-08-13,Chelsea Gray,Aces,G,31,13,3,6
2023,2023-08-13,Kelsey Plum,Aces,G,35,13,4,3
2023,2023-08-13,Jackie Young,Aces,G,34,17,6,3
2023,2023-08-13,Cayla George,Aces,F,21,11,1,1
2023,2023-08-13,Alaina Coates,Aces,C,1,0,0,0
2023,2023-08-13,Sydney Colson,Aces,G,1,2,0,0
2023,2023-08-13,Kierstan Bell,Aces,G,18,4,3,0
2023,2023-08-12,Cheyenne Parker,Dream,F,38,17,7,2
2023,2023-08-12,Nia Coffey,Dream,F,19,2,2,1
2023,2023-08-12,Danielle Robinson,Dream,G,29,9,3,5
2023,2023-08-12,Allisha Gray,Dream,G,30,8,4,4
2023,2023-08-12,Rhyne Howard,Dream,G,37,17,5,1
2023,2023-08-12,Monique Billings,Dream,F,8,2,5,0
2023,2023-08-12,Naz Hillmon,Dream,F,11,4,1,0
2023,2023-08-12,Iliana Rupert,Dream,C,5,0,1,1
2023,2023-08-12,Aari McDonald,Dream,G,21,15,2,2
2023,2023-08-12,Haley Jones,Dream,G,5,0,1,0
2023,2023-08-12,Nneka Ogwumike,Sparks,F,30,17,7,4
2023,2023-08-12,Karlie Samuelson,Sparks,F,26,9,2,1
2023,2023-08-12,Azura Stevens,Sparks,F,33,15,8,0
2023,2023-08-12,Layshia Clarendon,Sparks,G,32,16,3,5
2023,2023-08-12,Jordin Canada,Sparks,G,38,20,2,8
2023,2023-08-12,Dearica Hamby,Sparks,F,13,0,7,1
2023,2023-08-12,Jasmine Thomas,Sparks,G,4,2,0,0
2023,2023-08-12,Rae Burrell,Sparks,G,9,0,1,0
2023,2023-08-12,Zia Cooke,Sparks,G,15,6,0,1
2023,2023-08-12,DeWanna Bonner,Sun,F,29,3,4,1
