season,game_date,player,team,position,minutes,points,rebounds,assists
2024,2024-06-18,Rachel Banham,Sun,G,18,7,0,2
2024,2024-06-18,Tiffany Mitchell,Sun,G,20,6,4,0
2024,2024-06-18,Veronica Burton,Sun,G,3,0,0,0
2024,2024-06-17,Monique Billings,Wings,F,37,15,10,9
2024,2024-06-17,Maddy Siegrist,Wings,F,40,17,7,2
2024,2024-06-17,Teaira McCowan,Wings,C,28,8,4,0
2024,2024-06-17,Stephanie Soares,Wings,C,11,0,2,0
2024,2024-06-17,Sevgi Uzun,Wings,G,31,17,2,6
2024,2024-06-17,Kalani Brown,Wings,C,12,6,7,2
2024,2024-06-17,Lou Lopez Senechal,Wings,G,14,7,0,2
2024,2024-06-17,Jacy Sheldon,Wings,G,26,8,2,3
2024,2024-06-17,Alanna Smith,Lynx,F,38,12,9,3
2024,2024-06-17,Napheesa Collier,Lynx,F,36,16,7,3
2024,2024-06-17,Dorka Juhasz,Lynx,F,25,11,4,2
2024,2024-06-17,Kayla McBride,Lynx,G,35,19,4,7
2024,2024-06-17,Courtney Williams,Lynx,G,26,6,3,4
2024,2024-06-17,Cecilia Zandalasini,Lynx,F,13,7,1,0
2024,2024-06-17,Sika Kone,Lynx,F,4,2,0,0
2024,2024-06-17,Natisha Hiedeman,Lynx,G,23,17,0,5
2024,2024-06-16,Nneka Ogwumike,Storm,F,38,15,11,0
2024,2024-06-16,Ezi Magbegor,Storm,F,35,14,8,4
2024,2024-06-16,Skylar Diggins,Storm,G,31,14,6,8
2024,2024-06-16,Jewell Loyd,Storm,G,37,14,3,4
2024,2024-06-16,Victoria Vivians,Storm,G,7,3,0,0
2024,2024-06-16,Joyner Holmes,Storm,F,7,3,0,0
2024,2024-06-16,Jordan Horston,Storm,F,33,12,4,1
2024,2024-06-16,Sami Whitcomb,Storm,G,13,3,4,1
2024,2024-06-16,Brittney Griner,Mercury,C,31,28,9,1
2024,2024-06-16,Diana Taurasi,Mercury,G,34,13,8,4
2024,2024-06-16,Natasha Cloud,Mercury,G,31,3,5,8
2024,2024-06-16,Kahleah Copper,Mercury,G,33,30,6,2
2024,2024-06-16,Rebecca Allen,Mercury,G,26,7,2,1
2024,2024-06-16,Natasha Mack,Mercury,F,9,6,3,0
2024,2024-06-16,Sophie Cunningham,Mercury,G,25,0,2,5
2024,2024-06-16,Sug Sutton,Mercury,G,12,0,2,3
2024,2024-06-16,Dearica Hamby,Sparks,F,34,10,8,4
2024,2024-06-16,Cameron Brink,Sparks,F,24,16,7,2
2024,2024-06-16,Rickea Jackson,Sparks,F,34,16,3,2
2024,2024-06-16,Layshia Clarendon,Sparks,G,9,0,0,1
2024,2024-06-16,Kia Nurse,Sparks,G,20,5,2,0
2024,2024-06-16,Stephanie Talbot,Sparks,F,9,2,4,1
2024,2024-06-16,Li Yueru,Sparks,C,14,5,7,1
2024,2024-06-16,Lexie Brown,Sparks,G,20,4,1,2
2024,2024-06-16,Aari McDonald,Sparks,G,31,14,1,5
2024,2024-06-16,Rae Burrell,Sparks,G,5,2,0,0
2024,2024-06-16,Nia Coffey,Dream,F,10,0,0,1
2024,2024-06-16,Tina Charles,Dream,C,28,20,11,2
2024,2024-06-16,Allisha Gray,Dream,G,34,25,3,2
2024,2024-06-16,Rhyne Howard,Dream,G,35,16,3,5
2024,2024-06-16,Haley Jones,Dream,G,26,3,3,4
2024,2024-06-16,Cheyenne Parker-Tyus,Dream,F,15,4,6,1
2024,2024-06-16,Lorela Cubaj,Dream,F,3,0,1,1
2024,2024-06-16,Naz Hillmon,Dream,F,22,6,5,3
2024,2024-06-16,Aerial Powers,Dream,G,22,13,6,3
2024,2024-06-16,Crystal Dangerfield,Dream,G,5,0,0,0
2024,2024-06-16,Angel Reese,Sky,F,31,11,13,5
2024,2024-06-16,Kamilla Cardoso,Sky,C,35,10,10,2
2024,2024-06-16,Lindsay Allen,Sky,G,27,2,2,2
2024,2024-06-16,Marina Mabrey,Sky,G,37,22,3,4
2024,2024-06-16,Chennedy Carter,Sky,G,28,18,1,4
2024,2024-06-16,Isabelle Harrison,Sky,F,13,6,2,0
2024,2024-06-16,Michaela Onyenwere,Sky,F,1,0,0,0
2024,2024-06-16,Diamond DeShields,Sky,G,7,2,0,0
2024,2024-06-16,Dana Evans,Sky,G,21,12,1,3
2024,2024-06-16,NaLyssa Smith,Fever,F,28,15,7,2
2024,2024-06-16,Aliyah Boston,Fever,C,37,19,14,4
2024,2024-06-16,Kelsey Mitchell,Fever,G,32,17,4,2
2024,2024-06-16,Kristy Wallace,Fever,G,19,0,2,5
2024,2024-06-16,Caitlin Clark,Fever,G,37,23,8,9
2024,2024-06-16,Katie Lou Samuelson,Fever,F,15,9,2,1
2024,2024-06-16,Erica Wheeler,Fever,G,11,2,0,0
2024,2024-06-16,Lexie Hull,Fever,G,21,6,1,0
2024,2024-06-15,Kayla Thornton,Liberty,F,18,3,2,0
2024,2024-06-15,Breanna Stewart,Liberty,F,38,14,12,2
2024,2024-06-15,Jonquel Jones,Liberty,C,33,34,8,1
2024,2024-06-15,Betnijah Laney-Hamilton,Liberty,G,36,12,7,3
2024,2024-06-15,Sabrina Ionescu,Liberty,G,34,15,3,12
2024,2024-06-15,Leonie Fiebich,Liberty,F,23,8,2,1
2024,2024-06-15,Kennedy Burke,Liberty,G,9,0,2,1
2024,2024-06-15,Marquesha Davis,Liberty,G,1,0,0,0
2024,2024-06-15,Ivana Dojkic,Liberty,G,8,4,1,1
2024,2024-06-15,Alysha Clark,Aces,F,31,13,3,3
2024,2024-06-15,Kiah Stokes,Aces,C,21,0,12,2
2024,2024-06-15,A'ja Wilson,Aces,C,36,21,9,3
2024,2024-06-15,Kelsey Plum,Aces,G,32,22,2,3
2024,2024-06-15,Jackie Young,Aces,G,31,10,2,6
2024,2024-06-15,Emma Cannon,Aces,F,1,2,0,1
2024,2024-06-15,Megan Gustafson,Aces,C,1,0,1,0
2024,2024-06-15,Sydney Colson,Aces,G,13,5,0,1
2024,2024-06-15,Tiffany Hayes,Aces,G,21,3,1,3
2024,2024-06-15,Kate Martin,Aces,G,12,6,1,1
2024,2024-06-15,DeWanna Bonner,Sun,F,29,8,8,1
2024,2024-06-15,Alyssa Thomas,Sun,F,29,13,9,9
2024,2024-06-15,Brionna Jones,Sun,F,28,12,8,1
2024,2024-06-15,Tyasha Harris,Sun,G,26,10,1,4
2024,2024-06-15,DiJonai Carrington,Sun,G,24,14,1,1
2024,2024-06-15,Astou Ndour-Fall,Sun,C,8,0,2,0
2024,2024-06-15,Olivia Nelson-Ododa,Sun,C,14,6,3,1
2024,2024-06-15,Rachel Banham,Sun,G,17,16,3,2
2024,2024-06-15,Tiffany Mitchell,Sun,G,20,4,3,0
2024,2024-06-15,Veronica Burton,Sun,G,4,2,0,2
2024,2024-06-15,Monique Billings,Wings,F,30,4,7,2
2024,2024-06-15,Maddy Siegrist,Wings,F,39,16,3,0
2024,2024-06-15,Teaira McCowan,Wings,C,26,16,10,2
2024,2024-06-15,Arike Ogunbowale,Wings,G,35,11,3,5
2024,2024-06-15,Sevgi Uzun,Wings,G,17,2,0,1
2024,2024-06-15,Kalani Brown,Wings,C,14,5,2,3
2024,2024-06-15,Stephanie Soares,Wings,C,11,2,2,1
2024,2024-06-15,Lou Lopez Senechal,Wings,G,5,4,0,1
2024,2024-06-15,Jacy Sheldon,Wings,G,23,7,2,4
2024,2024-06-14,Angel Reese,Sky,F,32,10,14,2
2024,2024-06-14,Kamilla Cardoso,Sky,C,24,12,4,2
2024,2024-06-14,Diamond DeShields,Sky,G,10,2,0,0
2024,2024-06-14,Marina Mabrey,Sky,G,34,5,4,3
2024,2024-06-14,Dana Evans,Sky,G,21,14,1,2
2024,2024-06-14,Isabelle Harrison,Sky,F,18,7,3,0
2024,2024-06-14,Brianna Turner,Sky,F,1,0,0,0
2024,2024-06-14,Michaela Onyenwere,Sky,F,15,5,1,2
2024,2024-06-14,Lindsay Allen,Sky,G,19,10,1,3
2024,2024-06-14,Chennedy Carter,Sky,G,26,16,6,2
2024,2024-06-14,Aaliyah Edwards,Mystics,F,29,16,9,2
2024,2024-06-14,Stefanie Dolson,Mystics,C,29,5,6,5
2024,2024-06-14,Julie Vanloo,Mystics,G,24,8,2,4
2024,2024-06-14,Karlie Samuelson,Mystics,G,32,12,1,2
2024,2024-06-14,Ariel Atkins,Mystics,G,30,29,3,3
2024,2024-06-14,Myisha Hines-Allen,Mystics,F,14,5,6,0
2024,2024-06-14,Emily Engstler,Mystics,F,7,2,3,1
2024,2024-06-14,Shatori Walker-Kimbrough,Mystics,G,21,3,3,2
2024,2024-06-14,DiDi Richards,Mystics,G,0,0,0,0
2024,2024-06-14,Jade Melbourne,Mystics,G,13,3,3,1
2024,2024-06-14,Dearica Hamby,Sparks,F,40,16,11,2
2024,2024-06-14,Cameron Brink,Sparks,F,18,0,4,1
2024,2024-06-14,Rickea Jackson,Sparks,F,30,19,10,3
2024,2024-06-14,Layshia Clarendon,Sparks,G,12,2,1,2
2024,2024-06-14,Kia Nurse,Sparks,G,18,8,1,1
2024,2024-06-14,Stephanie Talbot,Sparks,F,12,2,0,2
2024,2024-06-14,Li Yueru,Sparks,C,15,2,3,1
2024,2024-06-14,Lexie Brown,Sparks,G,22,12,1,4
2024,2024-06-14,Aari McDonald,Sparks,G,28,14,2,7
2024,2024-06-14,Rae Burrell,Sparks,G,5,1,1,0
2024,2024-06-14,Bridget Carleton,Lynx,F,37,11,3,2
2024,2024-06-14,Alanna Smith,Lynx,F,27,12,7,3
2024,2024-06-14,Napheesa Collier,Lynx,F,37,30,6,2
2024,2024-06-14,Kayla McBride,Lynx,G,30,7,0,2
2024,2024-06-14,Courtney Williams,Lynx,G,32,15,8,10
2024,2024-06-14,Cecilia Zandalasini,Lynx,F,4,0,0,0
2024,2024-06-14,Dorka Juhasz,Lynx,F,16,2,2,2
2024,2024-06-14,Natisha Hiedeman,Lynx,G,11,2,1,1
2024,2024-06-14,Olivia Epoupa,Lynx,G,8,2,1,1
2024,2024-06-13,Alysha Clark,Aces,F,35,7,4,2
2024,2024-06-13,Kiah Stokes,Aces,C,12,0,2,0
2024,2024-06-13,A'ja Wilson,Aces,C,34,32,15,2
2024,2024-06-13,Kelsey Plum,Aces,G,32,16,3,5
2024,2024-06-13,Jackie Young,Aces,G,34,34,8,4
2024,2024-06-13,Megan Gustafson,Aces,C,4,0,1,0
2024,2024-06-13,Sydney Colson,Aces,G,18,8,2,3
2024,2024-06-13,Tiffany Hayes,Aces,G,22,6,2,1
2024,2024-06-13,Kate Martin,Aces,G,9,0,0,0
2024,2024-06-13,Brittney Griner,Mercury,C,32,25,9,2
2024,2024-06-13,Diana Taurasi,Mercury,G,32,22,1,4
2024,2024-06-13,Natasha Cloud,Mercury,G,35,8,3,6
2024,2024-06-13,Kahleah Copper,Mercury,G,30,18,4,5
2024,2024-06-13,Rebecca Allen,Mercury,G,24,4,2,1
2024,2024-06-13,Natasha Mack,Mercury,F,9,2,1,1
2024,2024-06-13,Sophie Cunningham,Mercury,G,22,10,1,1
2024,2024-06-13,Sug Sutton,Mercury,G,16,10,2,6
2024,2024-06-13,Nia Coffey,Dream,F,23,4,4,5
2024,2024-06-13,Tina Charles,Dream,C,16,2,6,0
2024,2024-06-13,Allisha Gray,Dream,G,34,12,5,1
2024,2024-06-13,Rhyne Howard,Dream,G,28,26,2,1
2024,2024-06-13,Haley Jones,Dream,G,33,10,3,3
2024,2024-06-13,Cheyenne Parker-Tyus,Dream,F,27,18,6,5
2024,2024-06-13,Naz Hillmon,Dream,F,14,1,3,2
2024,2024-06-13,Aerial Powers,Dream,G,17,8,2,1
2024,2024-06-13,Crystal Dangerfield,Dream,G,9,3,0,2
2024,2024-06-13,NaLyssa Smith,Fever,F,17,10,5,1
2024,2024-06-13,Aliyah Boston,Fever,C,34,27,13,2
2024,2024-06-13,Kelsey Mitchell,Fever,G,32,24,2,2
2024,2024-06-13,Kristy Wallace,Fever,G,24,6,3,2
2024,2024-06-13,Caitlin Clark,Fever,G,35,7,4,6
2024,2024-06-13,Katie Lou Samuelson,Fever,F,28,11,3,1
2024,2024-06-13,Erica Wheeler,Fever,G,20,4,3,3
2024,2024-06-13,Lexie Hull,Fever,G,10,2,1,1
2024,2024-06-13,Nneka Ogwumike,Storm,F,30,17,6,2
2024,2024-06-13,Ezi Magbegor,Storm,F,35,10,10,3
2024,2024-06-13,Skylar Diggins,Storm,G,33,21,3,6
2024,2024-06-13,Jewell Loyd,Storm,G,33,19,0,6
2024,2024-06-13,Victoria Vivians,Storm,G,15,3,1,2
2024,2024-06-13,Jordan Horston,Storm,F,25,10,0,2
2024,2024-06-13,Mercedes Russell,Storm,C,15,6,4,0
2024,2024-06-13,Sami Whitcomb,Storm,G,14,6,2,5
2024,2024-06-13,Monique Billings,Wings,F,39,10,7,3
2024,2024-06-13,Maddy Siegrist,Wings,F,39,16,1,2
2024,2024-06-13,Teaira McCowan,Wings,C,26,19,10,2
2024,2024-06-13,Arike Ogunbowale,Wings,G,36,24,6,5
2024,2024-06-13,Sevgi Uzun,Wings,G,22,2,1,5
2024,2024-06-13,Kalani Brown,Wings,C,14,8,2,2
2024,2024-06-13,Stephanie Soares,Wings,C,3,0,1,0
2024,2024-06-13,Lou Lopez Senechal,Wings,G,5,3,0,1
2024,2024-06-13,Jacy Sheldon,Wings,G,18,2,0,3
2024,2024-06-12,DeWanna Bonner,Sun,F,34,16,8,3
2024,2024-06-12,Alyssa Thomas,Sun,F,40,20,7,4
2024,2024-06-12,Brionna Jones,Sun,F,25,18,4,0
2024,2024-06-12,Tyasha Harris,Sun,G,32,13,4,7
2024,2024-06-12,DiJonai Carrington,Sun,G,25,9,2,1
2024,2024-06-12,Olivia Nelson-Ododa,Sun,C,15,4,3,0
2024,2024-06-12,Tiffany Mitchell,Sun,G,22,3,0,3
2024,2024-06-12,Moriah Jefferson,Sun,G,4,0,0,1
2024,2024-06-12,Veronica Burton,Sun,G,3,0,0,2
2024,2024-06-12,Angel Reese,Sky,F,36,20,10,1
2024,2024-06-12,Kamilla Cardoso,Sky,C,30,10,9,0
2024,2024-06-12,Diamond DeShields,Sky,G,23,9,2,1
2024,2024-06-12,Marina Mabrey,Sky,G,35,10,6,5
2024,2024-06-12,Dana Evans,Sky,G,23,5,1,5
2024,2024-06-12,Isabelle Harrison,Sky,F,11,9,0,1
2024,2024-06-12,Brianna Turner,Sky,F,2,0,0,0
2024,2024-06-12,Michaela Onyenwere,Sky,F,5,0,0,0
2024,2024-06-12,Lindsay Allen,Sky,G,17,2,0,3
2024,2024-06-12,Chennedy Carter,Sky,G,17,10,1,3
2024,2024-06-11,Bridget Carleton,Lynx,F,26,15,5,1
2024,2024-06-11,Alanna Smith,Lynx,F,26,18,4,3
2024,2024-06-11,Napheesa Collier,Lynx,F,28,14,6,6
2024,2024-06-11,Kayla McBride,Lynx,G,34,16,4,8
2024,2024-06-11,Courtney Williams,Lynx,G,24,15,4,9
2024,2024-06-11,Cecilia Zandalasini,Lynx,F,14,0,1,3
2024,2024-06-11,Dorka Juhasz,Lynx,F,19,8,2,2
2024,2024-06-11,Sika Kone,Lynx,F,3,5,0,0
2024,2024-06-11,Alissa Pili,Lynx,F,3,2,1,0
2024,2024-06-11,Natisha Hiedeman,Lynx,G,19,7,1,2
2024,2024-06-11,Olivia Epoupa,Lynx,G,3,0,0,0
2024,2024-06-11,Alysha Clark,Aces,F,27,6,4,1
2024,2024-06-11,Kiah Stokes,Aces,C,19,2,9,1
2024,2024-06-11,A'ja Wilson,Aces,C,33,28,8,3
2024,2024-06-11,Kelsey Plum,Aces,G,35,13,2,4
2024,2024-06-11,Jackie Young,Aces,G,22,6,2,4
2024,2024-06-11,Emma Cannon,Aces,F,3,0,2,0
2024,2024-06-11,Megan Gustafson,Aces,C,14,11,3,1
2024,2024-06-11,Sydney Colson,Aces,G,10,7,0,2
2024,2024-06-11,Tiffany Hayes,Aces,G,23,10,3,2
2024,2024-06-11,Kate Martin,Aces,G,15,3,2,1
2024,2024-06-11,Dearica Hamby,Sparks,F,36,16,11,5
2024,2024-06-11,Cameron Brink,Sparks,F,19,7,4,1
2024,2024-06-11,Rickea Jackson,Sparks,F,16,3,1,0
2024,2024-06-11,Layshia Clarendon,Sparks,G,13,6,1,1
2024,2024-06-11,Kia Nurse,Sparks,G,4,0,0,0
2024,2024-06-11,Stephanie Talbot,Sparks,F,9,0,1,0
2024,2024-06-11,Li Yueru,Sparks,C,24,18,7,1
2024,2024-06-11,Lexie Brown,Sparks,G,29,6,2,5
2024,2024-06-11,Aari McDonald,Sparks,G,27,15,2,3
2024,2024-06-11,Rae Burrell,Sparks,G,22,8,4,2
2024,2024-06-11,Zia Cooke,Sparks,G,1,0,0,1
2024,2024-06-11,Nneka Ogwumike,Storm,F,29,26,8,1
2024,2024-06-11,Ezi Magbegor,Storm,F,25,8,13,4
2024,2024-06-11,Skylar Diggins,Storm,G,31,19,5,6
2024,2024-06-11,Jewell Loyd,Storm,G,32,21,6,2
2024,2024-06-11,Victoria Vivians,Storm,G,17,2,2,1
2024,2024-06-11,Joyner Holmes,Storm,F,11,3,1,1
2024,2024-06-11,Jordan Horston,Storm,F,23,4,5,2
2024,2024-06-11,Mercedes Russell,Storm,C,14,0,3,1
2024,2024-06-11,Sami Whitcomb,Storm,G,16,9,2,1
2024,2024-06-11,Kiana Williams,Storm,G,1,3,0,0
2024,2024-06-11,Nika Muhl,Storm,G,1,0,0,1
2024,2024-06-11,Aaliyah Edwards,Mystics,F,20,4,6,0
2024,2024-06-11,Stefanie Dolson,Mystics,C,29,7,5,2
2024,2024-06-11,Brittney Sykes,Mystics,G,14,18,3,4
2024,2024-06-11,Karlie Samuelson,Mystics,G,25,5,6,4
2024,2024-06-11,Ariel Atkins,Mystics,G,28,18,4,5
2024,2024-06-11,Myisha Hines-Allen,Mystics,F,21,9,6,2
2024,2024-06-11,Emily Engstler,Mystics,F,10,5,4,1
2024,2024-06-11,Julie Vanloo,Mystics,G,23,11,1,4
2024,2024-06-11,Shatori Walker-Kimbrough,Mystics,G,21,8,1,2
2024,2024-06-11,DiDi Richards,Mystics,G,2,2,1,0
2024,2024-06-11,Jade Melbourne,Mystics,G,7,0,1,1
2024,2024-06-11,Cheyenne Parker-Tyus,Dream,F,18,4,1,0
2024,2024-06-11,Tina Charles,Dream,C,27,12,9,3
2024,2024-06-11,Allisha Gray,Dream,G,28,9,5,5
2024,2024-06-11,Rhyne Howard,Dream,G,30,16,2,0
2024,2024-06-11,Haley Jones,Dream,G,18,0,2,3
2024,2024-06-11,Nia Coffey,Dream,F,15,8,4,2
2024,2024-06-11,Lorela Cubaj,Dream,F,6,0,1,0
2024,2024-06-11,Naz Hillmon,Dream,F,13,2,2,1
2024,2024-06-11,Laeticia Amihere,Dream,F,3,0,0,0
2024,2024-06-11,Aerial Powers,Dream,G,19,13,3,0
2024,2024-06-11,Crystal Dangerfield,Dream,G,22,4,3,2
2024,2024-06-10,NaLyssa Smith,Fever,F,19,2,3,3
2024,2024-06-10,Aliyah Boston,Fever,C,33,14,12,5
2024,2024-06-10,Kelsey Mitchell,Fever,G,20,9,2,1
2024,2024-06-10,Kristy Wallace,Fever,G,17,5,0,1
2024,2024-06-10,Caitlin Clark,Fever,G,22,10,0,2
2024,2024-06-10,Katie Lou Samuelson,Fever,F,24,6,1,2
2024,2024-06-10,Victaria Saxton,Fever,F,3,1,0,0
2024,2024-06-10,Erica Wheeler,Fever,G,24,9,3,4
2024,2024-06-10,Lexie Hull,Fever,G,20,10,4,0
2024,2024-06-10,Grace Berger,Fever,G,10,3,1,1
2024,2024-06-10,Celeste Taylor,Fever,G,7,3,0,0
2024,2024-06-10,DeWanna Bonner,Sun,F,22,17,3,0
2024,2024-06-10,Alyssa Thomas,Sun,F,27,7,18,7
2024,2024-06-10,Brionna Jones,Sun,F,19,11,3,4
2024,2024-06-10,Tyasha Harris,Sun,G,29,11,0,4
2024,2024-06-10,DiJonai Carrington,Sun,G,29,22,6,3
2024,2024-06-10,Astou Ndour-Fall,Sun,C,8,2,1,0
2024,2024-06-10,Olivia Nelson-Ododa,Sun,C,20,2,7,1
2024,2024-06-10,Rachel Banham,Sun,G,14,3,1,0
2024,2024-06-10,Tiffany Mitchell,Sun,G,22,10,0,1
2024,2024-06-10,Moriah Jefferson,Sun,G,6,4,0,1
2024,2024-06-10,Veronica Burton,Sun,G,5,0,2,1
2024,2024-06-09,Alysha Clark,Aces,F,31,5,1,2
2024,2024-06-09,Kiah Stokes,Aces,C,15,2,3,0
2024,2024-06-09,A'ja Wilson,Aces,C,37,31,8,5
2024,2024-06-09,Kelsey Plum,Aces,G,39,24,2,5
2024,2024-06-09,Kate Martin,Aces,G,32,13,4,3
2024,2024-06-09,Megan Gustafson,Aces,C,11,0,1,0
2024,2024-06-09,Sydney Colson,Aces,G,7,0,0,0
2024,2024-06-09,Tiffany Hayes,Aces,G,28,17,4,2
2024,2024-06-09,Dearica Hamby,Sparks,F,36,18,10,5
2024,2024-06-09,Cameron Brink,Sparks,F,27,8,6,1
2024,2024-06-09,Rickea Jackson,Sparks,F,23,16,5,1
2024,2024-06-09,Layshia Clarendon,Sparks,G,16,7,1,5
2024,2024-06-09,Kia Nurse,Sparks,G,14,7,0,2
2024,2024-06-09,Stephanie Talbot,Sparks,F,17,2,2,1
2024,2024-06-09,Li Yueru,Sparks,C,17,6,6,0
2024,2024-06-09,Lexie Brown,Sparks,G,21,9,3,4
2024,2024-06-09,Aari McDonald,Sparks,G,24,16,2,2
2024,2024-06-09,Rae Burrell,Sparks,G,5,7,1,0
2024,2024-06-09,Nneka Ogwumike,Storm,F,34,14,6,3
2024,2024-06-09,Ezi Magbegor,Storm,F,34,6,7,1
2024,2024-06-09,Skylar Diggins,Storm,G,33,7,3,3
2024,2024-06-09,Jewell Loyd,Storm,G,37,25,7,3
2024,2024-06-09,Victoria Vivians,Storm,G,18,3,5,0
2024,2024-06-09,Joyner Holmes,Storm,F,1,0,0,0
2024,2024-06-09,Jordan Horston,Storm,F,20,9,3,1
2024,2024-06-09,Mercedes Russell,Storm,C,10,0,3,0
2024,2024-06-09,Sami Whitcomb,Storm,G,9,0,0,1
2024,2024-06-09,Kiana Williams,Storm,G,1,0,0,0
2024,2024-06-09,Nika Muhl,Storm,G,1,0,0,0
2024,2024-06-09,Bridget Carleton,Lynx,F,31,13,0,3
2024,2024-06-09,Alanna Smith,Lynx,F,28,7,3,7
2024,2024-06-09,Napheesa Collier,Lynx,F,35,19,14,3
2024,2024-06-09,Kayla McBride,Lynx,G,32,32,2,1
2024,2024-06-09,Courtney Williams,Lynx,G,28,4,4,3
2024,2024-06-09,Cecilia Zandalasini,Lynx,F,9,2,0,1
2024,2024-06-09,Dorka Juhasz,Lynx,F,14,2,4,0
2024,2024-06-09,Sika Kone,Lynx,F,1,2,1,0
2024,2024-06-09,Alissa Pili,Lynx,F,1,0,0,0
2024,2024-06-09,Natisha Hiedeman,Lynx,G,6,0,0,0
2024,2024-06-09,Olivia Epoupa,Lynx,G,14,2,8,7
2024,2024-06-09,Brittney Griner,Mercury,C,39,24,9,5
2024,2024-06-09,Diana Taurasi,Mercury,G,39,20,7,7
2024,2024-06-09,Natasha Cloud,Mercury,G,44,7,4,7
2024,2024-06-09,Kahleah Copper,Mercury,G,44,29,3,1
2024,2024-06-09,Rebecca Allen,Mercury,G,30,6,3,1
2024,2024-06-09,Natasha Mack,Mercury,F,11,2,1,0
2024,2024-06-09,Liz Dixon,Mercury,F,0,0,0,0
2024,2024-06-09,Sophie Cunningham,Mercury,G,27,7,2,3
2024,2024-06-09,Sug Sutton,Mercury,G,14,2,0,1
2024,2024-06-09,Monique Billings,Wings,F,47,10,11,3
2024,2024-06-09,Maddy Siegrist,Wings,F,48,12,3,0
2024,2024-06-09,Teaira McCowan,Wings,C,37,20,9,4
2024,2024-06-09,Arike Ogunbowale,Wings,G,50,25,7,10
2024,2024-06-09,Sevgi Uzun,Wings,G,33,11,2,2
2024,2024-06-09,Kalani Brown,Wings,C,14,8,1,2
2024,2024-06-09,Stephanie Soares,Wings,C,5,0,0,1
2024,2024-06-09,Jacy Sheldon,Wings,G,17,4,3,3
2024,2024-06-09,Aaliyah Edwards,Mystics,F,30,9,6,3
2024,2024-06-09,Stefanie Dolson,Mystics,C,21,7,2,3
2024,2024-06-09,Julie Vanloo,Mystics,G,23,8,0,4
2024,2024-06-09,Karlie Samuelson,Mystics,G,26,5,1,2
2024,2024-06-09,Ariel Atkins,Mystics,G,38,13,2,5
2024,2024-06-09,Myisha Hines-Allen,Mystics,F,25,20,8,7
2024,2024-06-09,Emily Engstler,Mystics,F,4,0,1,1
2024,2024-06-09,Shatori Walker-Kimbrough,Mystics,G,21,5,1,0
2024,2024-06-09,Jade Melbourne,Mystics,G,14,21,1,1
2024,2024-06-09,Kayla Thornton,Liberty,F,17,2,4,0
2024,2024-06-09,Breanna Stewart,Liberty,F,36,14,7,3
2024,2024-06-09,Jonquel Jones,Liberty,C,33,29,8,3
2024,2024-06-09,Betnijah Laney-Hamilton,Liberty,G,33,5,10,6
2024,2024-06-09,Sabrina Ionescu,Liberty,G,34,19,6,8
2024,2024-06-09,Leonie Fiebich,Liberty,F,25,12,3,1
2024,2024-06-09,Kennedy Burke,Liberty,G,11,9,2,2
2024,2024-06-09,Marquesha Davis,Liberty,G,3,0,0,1
2024,2024-06-09,Ivana Dojkic,Liberty,G,8,3,0,0
2024,2024-06-08,Cheyenne Parker-Tyus,Dream,F,25,18,4,4
2024,2024-06-08,Tina Charles,Dream,C,32,22,7,1
2024,2024-06-08,Allisha Gray,Dream,G,31,14,3,0
2024,2024-06-08,Rhyne Howard,Dream,G,33,10,6,10
2024,2024-06-08,Haley Jones,Dream,G,14,6,2,3
2024,2024-06-08,Nia Coffey,Dream,F,4,0,0,0
2024,2024-06-08,Lorela Cubaj,Dream,F,2,0,2,0
2024,2024-06-08,Naz Hillmon,Dream,F,18,8,3,1
2024,2024-06-08,Aerial Powers,Dream,G,16,11,3,0
2024,2024-06-08,Crystal Dangerfield,Dream,G,24,0,1,3
2024,2024-06-08,Angel Reese,Sky,F,33,13,13,2
2024,2024-06-08,Kamilla Cardoso,Sky,C,21,13,5,1
2024,2024-06-08,Diamond DeShields,Sky,G,21,8,0,3
2024,2024-06-08,Marina Mabrey,Sky,G,32,12,3,2
2024,2024-06-08,Dana Evans,Sky,G,31,13,0,5
2024,2024-06-08,Isabelle Harrison,Sky,F,19,7,5,0
2024,2024-06-08,Brianna Turner,Sky,F,3,2,0,0
2024,2024-06-08,Michaela Onyenwere,Sky,F,4,0,0,0
2024,2024-06-08,Lindsay Allen,Sky,G,17,8,1,2
2024,2024-06-08,Kysre Gondrezick,Sky,G,4,0,0,1
2024,2024-06-08,Chennedy Carter,Sky,G,15,4,2,1
2024,2024-06-08,Kayla Thornton,Liberty,F,30,6,1,3
2024,2024-06-08,Breanna Stewart,Liberty,F,38,13,7,5
2024,2024-06-08,Jonquel Jones,Liberty,C,38,22,8,5
2024,2024-06-08,Betnijah Laney-Hamilton,Liberty,G,37,10,7,6
2024,2024-06-08,Sabrina Ionescu,Liberty,G,34,24,3,5
2024,2024-06-08,Leonie Fiebich,Liberty,F,17,7,1,2
2024,2024-06-08,Kennedy Burke,Liberty,G,4,0,1,1
2024,2024-06-08,Ivana Dojkic,Liberty,G,2,0,0,0
2024,2024-06-08,DeWanna Bonner,Sun,F,34,16,8,3
2024,2024-06-08,Alyssa Thomas,Sun,F,40,10,12,7
2024,2024-06-08,Brionna Jones,Sun,F,35,13,4,2
2024,2024-06-08,Tyasha Harris,Sun,G,38,11,3,2
2024,2024-06-08,DiJonai Carrington,Sun,G,29,12,4,2
